ticker,fiscal_year,fiscal_quarter,metric_name,value,unit,period_start,period_end,filing_date,accession_number,concept_qname,context_id,extraction_basis,reconciliation_status
MSFT,FY2020,Q1,revenue,33055000000.0,iso4217:USD,2019-07-01,2019-09-30,2019-10-23,0001564590-19-037549,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0000789019_20190701_20190930,DIRECT_QUARTER,PASS
MSFT,FY2020,Q2,revenue,36906000000.0,iso4217:USD,2019-10-01,2019-12-31,2020-01-29,0001564590-20-002450,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0000789019_20191001_20191231,DIRECT_QUARTER,PASS
MSFT,FY2020,Q3,revenue,35021000000.0,iso4217:USD,2020-01-01,2020-03-31,2020-04-29,0001564590-20-019706,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0000789019_20200101_20200331,DIRECT_QUARTER,PASS
MSFT,FY2020,Q4,revenue,38033000000.0,iso4217:USD,,2020-06-30,2020-07-30,0001564590-20-034944,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0000789019_20190701_20200331,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MSFT,FY2020,Q1,operating_income,12686000000.0,iso4217:USD,2019-07-01,2019-09-30,2019-10-23,0001564590-19-037549,us-gaap:OperatingIncomeLoss,C_0000789019_20190701_20190930,DIRECT_QUARTER,PASS
MSFT,FY2020,Q2,operating_income,13891000000.0,iso4217:USD,2019-10-01,2019-12-31,2020-01-29,0001564590-20-002450,us-gaap:OperatingIncomeLoss,C_0000789019_20191001_20191231,DIRECT_QUARTER,PASS
MSFT,FY2020,Q3,operating_income,12975000000.0,iso4217:USD,2020-01-01,2020-03-31,2020-04-29,0001564590-20-019706,us-gaap:OperatingIncomeLoss,C_0000789019_20200101_20200331,DIRECT_QUARTER,PASS
MSFT,FY2020,Q4,operating_income,13407000000.0,iso4217:USD,,2020-06-30,2020-07-30,0001564590-20-034944,us-gaap:OperatingIncomeLoss,C_0000789019_20190701_20200331,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MSFT,FY2020,Q1,pretax_income,12686000000.0,iso4217:USD,2019-07-01,2019-09-30,2019-10-23,0001564590-19-037549,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,C_0000789019_20190701_20190930,DIRECT_QUARTER,PASS
MSFT,FY2020,Q2,pretax_income,14085000000.0,iso4217:USD,2019-10-01,2019-12-31,2020-01-29,0001564590-20-002450,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,C_0000789019_20191001_20191231,DIRECT_QUARTER,PASS
MSFT,FY2020,Q3,pretax_income,12843000000.0,iso4217:USD,2020-01-01,2020-03-31,2020-04-29,0001564590-20-019706,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,C_0000789019_20200101_20200331,DIRECT_QUARTER,PASS
MSFT,FY2020,Q4,pretax_income,13422000000.0,iso4217:USD,,2020-06-30,2020-07-30,0001564590-20-034944,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,C_0000789019_20190701_20200331,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MSFT,FY2020,Q1,income_tax_expense,2008000000.0,iso4217:USD,2019-07-01,2019-09-30,2019-10-23,0001564590-19-037549,us-gaap:IncomeTaxExpenseBenefit,C_0000789019_20190701_20190930,DIRECT_QUARTER,PASS
MSFT,FY2020,Q2,income_tax_expense,2436000000.0,iso4217:USD,2019-10-01,2019-12-31,2020-01-29,0001564590-20-002450,us-gaap:IncomeTaxExpenseBenefit,C_0000789019_20191001_20191231,DIRECT_QUARTER,PASS
MSFT,FY2020,Q3,income_tax_expense,2091000000.0,iso4217:USD,2020-01-01,2020-03-31,2020-04-29,0001564590-20-019706,us-gaap:IncomeTaxExpenseBenefit,C_0000789019_20200101_20200331,DIRECT_QUARTER,PASS
MSFT,FY2020,Q4,income_tax_expense,2220000000.0,iso4217:USD,,2020-06-30,2020-07-30,0001564590-20-034944,us-gaap:IncomeTaxExpenseBenefit,C_0000789019_20190701_20200331,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MSFT,FY2020,Q1,operating_cash_flow,13818000000.0,iso4217:USD,2019-07-01,2019-09-30,2019-10-23,0001564590-19-037549,us-gaap:NetCashProvidedByUsedInOperatingActivities,C_0000789019_20190701_20190930,DIRECT_QUARTER,PASS
MSFT,FY2020,Q2,operating_cash_flow,10680000000.0,iso4217:USD,2019-10-01,2019-12-31,2020-01-29,0001564590-20-002450,us-gaap:NetCashProvidedByUsedInOperatingActivities,C_0000789019_20191001_20191231,DIRECT_QUARTER,PASS
MSFT,FY2020,Q3,operating_cash_flow,17504000000.0,iso4217:USD,2020-01-01,2020-03-31,2020-04-29,0001564590-20-019706,us-gaap:NetCashProvidedByUsedInOperatingActivities,C_0000789019_20200101_20200331,DIRECT_QUARTER,PASS
MSFT,FY2020,Q4,operating_cash_flow,18673000000.0,iso4217:USD,,2020-06-30,2020-07-30,0001564590-20-034944,us-gaap:NetCashProvidedByUsedInOperatingActivities,C_0000789019_20190701_20200331,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MSFT,FY2020,Q1,capex,3385000000.0,iso4217:USD,2019-07-01,2019-09-30,2019-10-23,0001564590-19-037549,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,C_0000789019_20190701_20190930,DIRECT_QUARTER,PASS
MSFT,FY2020,Q2,capex,3545000000.0,iso4217:USD,2019-10-01,2019-12-31,2020-01-29,0001564590-20-002450,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,C_0000789019_20191001_20191231,DIRECT_QUARTER,PASS
MSFT,FY2020,Q3,capex,3767000000.0,iso4217:USD,2020-01-01,2020-03-31,2020-04-29,0001564590-20-019706,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,C_0000789019_20200101_20200331,DIRECT_QUARTER,PASS
MSFT,FY2020,Q4,capex,4744000000.0,iso4217:USD,,2020-06-30,2020-07-30,0001564590-20-034944,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,C_0000789019_20190701_20200331,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
