ticker,fiscal_year,fiscal_quarter,metric_name,value,unit,period_start,period_end,filing_date,accession_number,concept_qname,context_id,extraction_basis,reconciliation_status
ORCL,FY2023,Q1,revenue,11445000000.0,iso4217:USD,2022-06-01,2022-08-31,2022-09-13,0001564590-22-031545,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0001341439_20220601_20220831,DIRECT_QUARTER,PASS
ORCL,FY2023,Q2,revenue,12275000000.0,iso4217:USD,2022-09-01,2022-11-30,2022-12-13,0001564590-22-039278,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0001341439_20220901_20221130,DIRECT_QUARTER,PASS
ORCL,FY2023,Q3,revenue,12398000000.0,iso4217:USD,2022-12-01,2023-02-28,2023-03-10,0001564590-23-003413,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0001341439_20221201_20230228,DIRECT_QUARTER,PASS
ORCL,FY2023,Q4,revenue,13836000000.0,iso4217:USD,,2023-05-31,2023-06-20,0000950170-23-028914,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,C_0001341439_20220601_20230228,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
ORCL,FY2023,Q1,operating_income,2623000000.0,iso4217:USD,2022-06-01,2022-08-31,2022-09-13,0001564590-22-031545,us-gaap:OperatingIncomeLoss,C_0001341439_20220601_20220831,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q2,operating_income,3071000000.0,iso4217:USD,2022-09-01,2022-11-30,2022-12-13,0001564590-22-039278,us-gaap:OperatingIncomeLoss,C_0001341439_20220901_20221130,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q3,operating_income,3260000000.0,iso4217:USD,2022-12-01,2023-02-28,2023-03-10,0001564590-23-003413,us-gaap:OperatingIncomeLoss,C_0001341439_20221201_20230228,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q4,operating_income,4140000000.0,iso4217:USD,,2023-05-31,2023-06-20,0000950170-23-028914,us-gaap:OperatingIncomeLoss,C_0001341439_20220601_20230228,DERIVED_Q4_FROM_10K_MINUS_9M,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q1,pretax_income,1656000000.0,iso4217:USD,2022-06-01,2022-08-31,2022-09-13,0001564590-22-031545,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_0001341439_20220601_20220831,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q2,pretax_income,2144000000.0,iso4217:USD,2022-09-01,2022-11-30,2022-12-13,0001564590-22-039278,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_0001341439_20220901_20221130,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q3,pretax_income,2218000000.0,iso4217:USD,2022-12-01,2023-02-28,2023-03-10,0001564590-23-003413,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_0001341439_20221201_20230228,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q4,pretax_income,3109000000.0,iso4217:USD,,2023-05-31,2023-06-20,0000950170-23-028914,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_0001341439_20220601_20230228,DERIVED_Q4_FROM_10K_MINUS_9M,PASS_ROUNDING_TOLERANCE
ORCL,FY2023,Q1,income_tax_expense,108000000.0,iso4217:USD,2022-06-01,2022-08-31,2022-09-13,0001564590-22-031545,us-gaap:IncomeTaxExpenseBenefit,C_0001341439_20220601_20220831,DIRECT_QUARTER,PASS
ORCL,FY2023,Q2,income_tax_expense,403000000.0,iso4217:USD,2022-09-01,2022-11-30,2022-12-13,0001564590-22-039278,us-gaap:IncomeTaxExpenseBenefit,C_0001341439_20220901_20221130,DIRECT_QUARTER,PASS
ORCL,FY2023,Q3,income_tax_expense,322000000.0,iso4217:USD,2022-12-01,2023-02-28,2023-03-10,0001564590-23-003413,us-gaap:IncomeTaxExpenseBenefit,C_0001341439_20221201_20230228,DIRECT_QUARTER,PASS
ORCL,FY2023,Q4,income_tax_expense,-210000000.0,iso4217:USD,,2023-05-31,2023-06-20,0000950170-23-028914,us-gaap:IncomeTaxExpenseBenefit,C_0001341439_20220601_20230228,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
ORCL,FY2023,Q1,operating_cash_flow,6394000000.0,iso4217:USD,2022-06-01,2022-08-31,2022-09-13,0001564590-22-031545,us-gaap:NetCashProvidedByUsedInOperatingActivities,C_0001341439_20220601_20220831,DIRECT_QUARTER,PASS
ORCL,FY2023,Q2,operating_cash_flow,849000000.0,iso4217:USD,,2022-11-30,2022-12-13,0001564590-22-039278,us-gaap:NetCashProvidedByUsedInOperatingActivities,,DERIVED_FROM_YTD,PASS
ORCL,FY2023,Q3,operating_cash_flow,4275000000.0,iso4217:USD,,2023-02-28,2023-03-10,0001564590-23-003413,us-gaap:NetCashProvidedByUsedInOperatingActivities,,DERIVED_FROM_YTD,PASS
ORCL,FY2023,Q4,operating_cash_flow,5647000000.0,iso4217:USD,,2023-05-31,2023-06-20,0000950170-23-028914,us-gaap:NetCashProvidedByUsedInOperatingActivities,C_0001341439_20220601_20230228,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
ORCL,FY2023,Q1,capex,1719000000.0,iso4217:USD,2022-06-01,2022-08-31,2022-09-13,0001564590-22-031545,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,C_0001341439_20220601_20220831,DIRECT_QUARTER,PASS
ORCL,FY2023,Q2,capex,2435000000.0,iso4217:USD,,2022-11-30,2022-12-13,0001564590-22-039278,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,DERIVED_FROM_YTD,PASS
ORCL,FY2023,Q3,capex,2628000000.0,iso4217:USD,,2023-02-28,2023-03-10,0001564590-23-003413,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,DERIVED_FROM_YTD,PASS
ORCL,FY2023,Q4,capex,1913000000.0,iso4217:USD,,2023-05-31,2023-06-20,0000950170-23-028914,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,C_0001341439_20220601_20230228,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
