tickers,rows_inserted_total,backup_path
"AMZN,CRWD,GOOGL,META,MSFT,MU,NVDA,ORCL,PANW",14913,C:\AI_Stock_Agent\data\database\backups\ai_stock_agent_pre_historical_prices_v1_load_20260807T111954Z.duckdb
