ticker,fiscal_year,fiscal_quarter,metric_name,value,unit,period_start,period_end,filing_date,accession_number,concept_qname,context_id,extraction_basis,reconciliation_status
NVDA,FY2021,Q1,revenue,3080000000.0,iso4217:USD,2020-01-27,2020-04-26,2020-05-21,0001045810-20-000065,us-gaap:Revenues,if18ca992063a41a2b08279da98b6f535_D20200127-20200426,DIRECT_QUARTER,PASS
NVDA,FY2021,Q2,revenue,3866000000.0,iso4217:USD,2020-04-27,2020-07-26,2020-08-19,0001045810-20-000147,us-gaap:Revenues,i07ce05a56e9d43dc983b50442ea8f021_D20200427-20200726,DIRECT_QUARTER,PASS
NVDA,FY2021,Q3,revenue,4726000000.0,iso4217:USD,2020-07-27,2020-10-25,2020-11-18,0001045810-20-000189,us-gaap:Revenues,i476111d92dfc4ed0ba0f3513796d3086_D20200727-20201025,DIRECT_QUARTER,PASS
NVDA,FY2021,Q4,revenue,5003000000.0,iso4217:USD,,2021-01-31,2021-02-26,0001045810-21-000010,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ic25295a352ec4d84a731e002a8c9e822_D20200127-20201025,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
NVDA,FY2021,Q1,operating_income,976000000.0,iso4217:USD,2020-01-27,2020-04-26,2020-05-21,0001045810-20-000065,us-gaap:OperatingIncomeLoss,if18ca992063a41a2b08279da98b6f535_D20200127-20200426,DIRECT_QUARTER,PASS
NVDA,FY2021,Q2,operating_income,651000000.0,iso4217:USD,2020-04-27,2020-07-26,2020-08-19,0001045810-20-000147,us-gaap:OperatingIncomeLoss,i07ce05a56e9d43dc983b50442ea8f021_D20200427-20200726,DIRECT_QUARTER,PASS
NVDA,FY2021,Q3,operating_income,1398000000.0,iso4217:USD,2020-07-27,2020-10-25,2020-11-18,0001045810-20-000189,us-gaap:OperatingIncomeLoss,i476111d92dfc4ed0ba0f3513796d3086_D20200727-20201025,DIRECT_QUARTER,PASS
NVDA,FY2021,Q4,operating_income,1507000000.0,iso4217:USD,,2021-01-31,2021-02-26,0001045810-21-000010,us-gaap:OperatingIncomeLoss,ic25295a352ec4d84a731e002a8c9e822_D20200127-20201025,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
NVDA,FY2021,Q1,pretax_income,981000000.0,iso4217:USD,2020-01-27,2020-04-26,2020-05-21,0001045810-20-000065,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,if18ca992063a41a2b08279da98b6f535_D20200127-20200426,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
NVDA,FY2021,Q2,pretax_income,609000000.0,iso4217:USD,2020-04-27,2020-07-26,2020-08-19,0001045810-20-000147,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,i07ce05a56e9d43dc983b50442ea8f021_D20200427-20200726,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
NVDA,FY2021,Q3,pretax_income,1348000000.0,iso4217:USD,2020-07-27,2020-10-25,2020-11-18,0001045810-20-000189,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,i476111d92dfc4ed0ba0f3513796d3086_D20200727-20201025,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
