ticker,company_name,cik,as_of_date,accession_number,form,filing_date,report_date,primary_document,primary_document_url,filing_index_url,local_document_file,local_index_file,submissions_source,date_rule_passed
META,"Meta Platforms, Inc.",0001326801,2021-04-01,0001326801-21-000014,10-K,2021-01-28,2020-12-31,fb-20201231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/fb-20201231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/index.json,C:\AI_Stock_Agent\data\sec_filings\META\000132680121000014\fb-20201231.htm,C:\AI_Stock_Agent\data\sec_filings\META\000132680121000014\index.json,CIK0001326801-submissions-001.json,True
META,"Meta Platforms, Inc.",0001326801,2022-04-01,0001326801-22-000018,10-K,2022-02-03,2021-12-31,fb-20211231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/fb-20211231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/index.json,C:\AI_Stock_Agent\data\sec_filings\META\000132680122000018\fb-20211231.htm,C:\AI_Stock_Agent\data\sec_filings\META\000132680122000018\index.json,CIK0001326801-submissions-001.json,True
META,"Meta Platforms, Inc.",0001326801,2023-04-01,0001326801-23-000013,10-K,2023-02-02,2022-12-31,meta-20221231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680123000013/meta-20221231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680123000013/index.json,C:\AI_Stock_Agent\data\sec_filings\META\000132680123000013\meta-20221231.htm,C:\AI_Stock_Agent\data\sec_filings\META\000132680123000013\index.json,CIK0001326801-submissions-001.json,True
META,"Meta Platforms, Inc.",0001326801,2024-04-01,0001326801-24-000012,10-K,2024-02-02,2023-12-31,meta-20231231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/meta-20231231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/index.json,C:\AI_Stock_Agent\data\sec_filings\META\000132680124000012\meta-20231231.htm,C:\AI_Stock_Agent\data\sec_filings\META\000132680124000012\index.json,CIK0001326801-submissions-001.json,True
META,"Meta Platforms, Inc.",0001326801,2025-04-01,0001326801-25-000017,10-K,2025-01-30,2024-12-31,meta-20241231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/index.json,C:\AI_Stock_Agent\data\sec_filings\META\000132680125000017\meta-20241231.htm,C:\AI_Stock_Agent\data\sec_filings\META\000132680125000017\index.json,recent,True
