ticker,fiscal_year,fiscal_quarter,metric_name,value,unit,period_start,period_end,filing_date,accession_number,concept_qname,context_id,extraction_basis,reconciliation_status
NVDA,FY2024,Q1,revenue,7192000000.0,iso4217:USD,2023-01-30,2023-04-30,2023-05-26,0001045810-23-000093,us-gaap:Revenues,i22d2c06eca1a447bae57634d686ce3f8_D20230130-20230430,DIRECT_QUARTER,PASS
NVDA,FY2024,Q2,revenue,13507000000.0,iso4217:USD,2023-05-01,2023-07-30,2023-08-28,0001045810-23-000175,us-gaap:Revenues,c-3,DIRECT_QUARTER,PASS
NVDA,FY2024,Q3,revenue,18120000000.0,iso4217:USD,2023-07-31,2023-10-29,2023-11-21,0001045810-23-000227,us-gaap:Revenues,c-3,DIRECT_QUARTER,PASS
NVDA,FY2024,Q4,revenue,22103000000.0,iso4217:USD,,2024-01-28,2024-02-21,0001045810-24-000029,us-gaap:Revenues,c-1,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
NVDA,FY2024,Q1,operating_income,2140000000.0,iso4217:USD,2023-01-30,2023-04-30,2023-05-26,0001045810-23-000093,us-gaap:OperatingIncomeLoss,i22d2c06eca1a447bae57634d686ce3f8_D20230130-20230430,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
NVDA,FY2024,Q2,operating_income,6800000000.0,iso4217:USD,2023-05-01,2023-07-30,2023-08-28,0001045810-23-000175,us-gaap:OperatingIncomeLoss,c-3,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
NVDA,FY2024,Q3,operating_income,10417000000.0,iso4217:USD,2023-07-31,2023-10-29,2023-11-21,0001045810-23-000227,us-gaap:OperatingIncomeLoss,c-3,DIRECT_QUARTER,PASS_ROUNDING_TOLERANCE
NVDA,FY2024,Q4,operating_income,13614000000.0,iso4217:USD,,2024-01-28,2024-02-21,0001045810-24-000029,us-gaap:OperatingIncomeLoss,c-1,DERIVED_Q4_FROM_10K_MINUS_9M,PASS_ROUNDING_TOLERANCE
NVDA,FY2024,Q1,pretax_income,2209000000.0,iso4217:USD,2023-01-30,2023-04-30,2023-05-26,0001045810-23-000093,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,i22d2c06eca1a447bae57634d686ce3f8_D20230130-20230430,DIRECT_QUARTER,PASS
NVDA,FY2024,Q2,pretax_income,6981000000.0,iso4217:USD,2023-05-01,2023-07-30,2023-08-28,0001045810-23-000175,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,c-3,DIRECT_QUARTER,PASS
NVDA,FY2024,Q3,pretax_income,10522000000.0,iso4217:USD,2023-07-31,2023-10-29,2023-11-21,0001045810-23-000227,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,c-3,DIRECT_QUARTER,PASS
