report_date,filing_date,as_of_date,accession_number,source_file,fact_name,namespace,local_tag,context_ref,period_start,period_end,instant_date,has_dimensions,dimensions,unit_ref,unit_definition,raw_text,scale,sign,decimals,numeric_value,numeric_value_usd_billions,date_rule_passed
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentFederalTaxExpenseBenefit,us-gaap,CurrentFederalTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,999,6,-,-6,-999000000.0,-0.999,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentForeignTaxExpenseBenefit,us-gaap,CurrentForeignTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"1,183",6,-,-6,-1183000000.0,-1.183,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentForeignTaxExpenseBenefit,us-gaap,CurrentForeignTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"1,767",6,-,-6,-1767000000.0,-1.767,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentForeignTaxExpenseBenefit,us-gaap,CurrentForeignTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"1,994",6,-,-6,-1994000000.0,-1.994,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentIncomeTaxExpenseBenefit,us-gaap,CurrentIncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"2,078",6,-,-6,-2078000000.0,-2.078,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentIncomeTaxExpenseBenefit,us-gaap,CurrentIncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"2,790",6,-,-6,-2790000000.0,-2.79,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentIncomeTaxExpenseBenefit,us-gaap,CurrentIncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"3,413",6,-,-6,-3413000000.0,-3.413,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentStateAndLocalTaxExpenseBenefit,us-gaap,CurrentStateAndLocalTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,186,6,-,-6,-186000000.0,-0.186,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentStateAndLocalTaxExpenseBenefit,us-gaap,CurrentStateAndLocalTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,398,6,-,-6,-398000000.0,-0.398,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentStateAndLocalTaxExpenseBenefit,us-gaap,CurrentStateAndLocalTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,420,6,-,-6,-420000000.0,-0.42,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredFederalIncomeTaxExpenseBenefit,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"1,661",6,,-6,1661000000.0,1.661,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredFederalIncomeTaxExpenseBenefit,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"2,193",6,,-6,2193000000.0,2.193,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredFederalIncomeTaxExpenseBenefit,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"2,020",6,,-6,2020000000.0,2.02,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredForeignIncomeTaxExpenseBenefit,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,654,6,-,-6,-654000000.0,-0.654,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredForeignIncomeTaxExpenseBenefit,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,424,6,-,-6,-424000000.0,-0.424,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredForeignIncomeTaxExpenseBenefit,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,161,6,-,-6,-161000000.0,-0.161,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredIncomeTaxExpenseBenefit,us-gaap,DeferredIncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"1,146",6,-,-6,-1146000000.0,-1.146,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredIncomeTaxExpenseBenefit,us-gaap,DeferredIncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"1,146",6,-,-6,-1146000000.0,-1.146,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredIncomeTaxExpenseBenefit,us-gaap,DeferredIncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"2,167",6,-,-6,-2167000000.0,-2.167,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredIncomeTaxExpenseBenefit,us-gaap,DeferredIncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"2,167",6,-,-6,-2167000000.0,-2.167,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredIncomeTaxExpenseBenefit,us-gaap,DeferredIncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"2,139",6,-,-6,-2139000000.0,-2.139,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredIncomeTaxExpenseBenefit,us-gaap,DeferredIncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"2,139",6,-,-6,-2139000000.0,-2.139,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredStateAndLocalIncomeTaxExpenseBenefit,us-gaap,DeferredStateAndLocalIncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,139,6,,-6,139000000.0,0.139,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredStateAndLocalIncomeTaxExpenseBenefit,us-gaap,DeferredStateAndLocalIncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,398,6,,-6,398000000.0,0.398,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredStateAndLocalIncomeTaxExpenseBenefit,us-gaap,DeferredStateAndLocalIncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,280,6,,-6,280000000.0,0.28,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredTaxExpenseFromStockOptionsExercised,us-gaap,DeferredTaxExpenseFromStockOptionsExercised,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,843,6,,-6,843000000.0,0.843,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredTaxExpenseFromStockOptionsExercised,us-gaap,DeferredTaxExpenseFromStockOptionsExercised,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,1.2,9,,-8,1200000000.0,1.2,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:DeferredTaxExpenseFromStockOptionsExercised,us-gaap,DeferredTaxExpenseFromStockOptionsExercised,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,1.7,9,,-8,1700000000.0,1.7,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:ForeignCurrencyTransactionGainLossBeforeTax,us-gaap,ForeignCurrencyTransactionGainLossBeforeTax,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,199,6,-,-6,-199000000.0,-0.199,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:ForeignCurrencyTransactionGainLossBeforeTax,us-gaap,ForeignCurrencyTransactionGainLossBeforeTax,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,199,6,-,-6,-199000000.0,-0.199,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:ForeignCurrencyTransactionGainLossBeforeTax,us-gaap,ForeignCurrencyTransactionGainLossBeforeTax,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,249,6,-,-6,-249000000.0,-0.249,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:ForeignCurrencyTransactionGainLossBeforeTax,us-gaap,ForeignCurrencyTransactionGainLossBeforeTax,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,249,6,-,-6,-249000000.0,-0.249,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:ForeignCurrencyTransactionGainLossBeforeTax,us-gaap,ForeignCurrencyTransactionGainLossBeforeTax,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,228,6,-,-6,-228000000.0,-0.228,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:ForeignCurrencyTransactionGainLossBeforeTax,us-gaap,ForeignCurrencyTransactionGainLossBeforeTax,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,228,6,-,-6,-228000000.0,-0.228,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsAfterNoncontrollingInterestBeforeIncomeTaxes,orcl,IncomeLossFromContinuingOperationsAfterNoncontrollingInterestBeforeIncomeTaxes,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"7,649",6,,-6,7649000000.0,7.649,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsAfterNoncontrollingInterestBeforeIncomeTaxes,orcl,IncomeLossFromContinuingOperationsAfterNoncontrollingInterestBeforeIncomeTaxes,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"9,126",6,,-6,9126000000.0,9.126,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsAfterNoncontrollingInterestBeforeIncomeTaxes,orcl,IncomeLossFromContinuingOperationsAfterNoncontrollingInterestBeforeIncomeTaxes,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"11,741",6,,-6,11741000000.0,11.741,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,629,6,-,-6,-629000000.0,-0.629,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"1,492",6,,-6,1492000000.0,1.492,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"3,023",6,,-6,3023000000.0,3.023,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"8,278",6,,-6,8278000000.0,8.278,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"7,634",6,,-6,7634000000.0,7.634,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"8,718",6,,-6,8718000000.0,8.718,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,orcl,IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"7,649",6,,-6,7649000000.0,7.649,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,orcl,IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"7,649",6,,-6,7649000000.0,7.649,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,orcl,IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"9,126",6,,-6,9126000000.0,9.126,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,orcl,IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"9,126",6,,-6,9126000000.0,9.126,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,orcl,IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"11,741",6,,-6,11741000000.0,11.741,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,orcl:IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,orcl,IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"11,741",6,,-6,11741000000.0,11.741,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,932,6,,-6,932000000.0,0.932,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,932,6,,-6,932000000.0,0.932,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,932,6,,-6,932000000.0,0.932,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,623,6,,-6,623000000.0,0.623,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,623,6,,-6,623000000.0,0.623,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,623,6,,-6,623000000.0,0.623,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"1,274",6,,-6,1274000000.0,1.274,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"1,274",6,,-6,1274000000.0,1.274,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"1,274",6,,-6,1274000000.0,1.274,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,"1,606",6,-,-6,-1606000000.0,-1.606,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,"1,917",6,-,-6,-1917000000.0,-1.917,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,C_6b80b0ed-ad46-419f-9d80-36739c35988b,2023-06-01,2024-05-31,,False,,U_USD,iso4217:USD,"2,466",6,-,-6,-2466000000.0,-2.466,True
