report_date,filing_date,as_of_date,accession_number,source_file,fact_name,namespace,local_tag,context_ref,period_start,period_end,instant_date,has_dimensions,dimensions,unit_ref,unit_definition,raw_text,scale,sign,decimals,numeric_value,numeric_value_usd_billions,date_rule_passed
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,"1,928",6,,-6,1928000000.0,1.928,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,"1,928",6,,-6,1928000000.0,1.928,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxExpenseBenefit,us-gaap,IncomeTaxExpenseBenefit,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,"1,928",6,,-6,1928000000.0,1.928,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,"3,629",6,,-6,3629000000.0,3.629,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,"2,576",6,,-6,2576000000.0,2.576,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,"2,533",6,,-6,2533000000.0,2.533,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonOperatingIncomeExpenseAttributableToMinorityInterest,orcl,NonOperatingIncomeExpenseAttributableToMinorityInterest,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,135,6,,-6,135000000.0,0.135,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonOperatingIncomeExpenseAttributableToMinorityInterest,orcl,NonOperatingIncomeExpenseAttributableToMinorityInterest,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,152,6,,-6,152000000.0,0.152,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonOperatingIncomeExpenseAttributableToMinorityInterest,orcl,NonOperatingIncomeExpenseAttributableToMinorityInterest,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,164,6,,-6,164000000.0,0.164,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_us-gaapIncomeStatementLocationAxis_us-gaapNonoperatingIncomeExpenseMember_20170601_20180531,2017-06-01,2018-05-31,,True,us-gaap:IncomeStatementLocationAxis=us-gaap:NonoperatingIncomeExpenseMember,U_iso4217USD,iso4217:USD,"1,185",6,,-6,1185000000.0,1.185,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,815,6,,-6,815000000.0,0.815,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,815,6,,-6,815000000.0,0.815,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,815,6,,-6,815000000.0,0.815,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_us-gaapIncomeStatementLocationAxis_us-gaapNonoperatingIncomeExpenseMember_20180601_20190531,2018-06-01,2019-05-31,,True,us-gaap:IncomeStatementLocationAxis=us-gaap:NonoperatingIncomeExpenseMember,U_iso4217USD,iso4217:USD,815,6,,-6,815000000.0,0.815,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,162,6,,-6,162000000.0,0.162,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,162,6,,-6,162000000.0,0.162,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,162,6,,-6,162000000.0,0.162,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,orcl,NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests,C_0001341439_us-gaapIncomeStatementLocationAxis_us-gaapNonoperatingIncomeExpenseMember_20190601_20200531,2019-06-01,2020-05-31,,True,us-gaap:IncomeStatementLocationAxis=us-gaap:NonoperatingIncomeExpenseMember,U_iso4217USD,iso4217:USD,162,6,,-6,162000000.0,0.162,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,"13,264",6,,-6,13264000000.0,13.264,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_20170601_20180531,2017-06-01,2018-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember,U_iso4217USD,iso4217:USD,"23,857",6,,-6,23857000000.0,23.857,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_20170601_20180531,2017-06-01,2018-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember,U_iso4217USD,iso4217:USD,"23,857",6,,-6,23857000000.0,23.857,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclCloudAndLicenseBusinessMember_20170601_20180531,2017-06-01,2018-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:CloudAndLicenseBusinessMember,U_iso4217USD,iso4217:USD,"21,387",6,,-6,21387000000.0,21.387,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclHardwareBusinessMember_20170601_20180531,2017-06-01,2018-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:HardwareBusinessMember,U_iso4217USD,iso4217:USD,"1,804",6,,-6,1804000000.0,1.804,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclServicesBusinessMember_20170601_20180531,2017-06-01,2018-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:ServicesBusinessMember,U_iso4217USD,iso4217:USD,666,6,,-6,666000000.0,0.666,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,"13,535",6,,-6,13535000000.0,13.535,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_20180601_20190531,2018-06-01,2019-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember,U_iso4217USD,iso4217:USD,"23,981",6,,-6,23981000000.0,23.981,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_20180601_20190531,2018-06-01,2019-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember,U_iso4217USD,iso4217:USD,"23,981",6,,-6,23981000000.0,23.981,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclCloudAndLicenseBusinessMember_20180601_20190531,2018-06-01,2019-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:CloudAndLicenseBusinessMember,U_iso4217USD,iso4217:USD,"21,587",6,,-6,21587000000.0,21.587,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclHardwareBusinessMember_20180601_20190531,2018-06-01,2019-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:HardwareBusinessMember,U_iso4217USD,iso4217:USD,"1,857",6,,-6,1857000000.0,1.857,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclServicesBusinessMember_20180601_20190531,2018-06-01,2019-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:ServicesBusinessMember,U_iso4217USD,iso4217:USD,537,6,,-6,537000000.0,0.537,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,"13,896",6,,-6,13896000000.0,13.896,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_20190601_20200531,2019-06-01,2020-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember,U_iso4217USD,iso4217:USD,"23,914",6,,-6,23914000000.0,23.914,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_20190601_20200531,2019-06-01,2020-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember,U_iso4217USD,iso4217:USD,"23,914",6,,-6,23914000000.0,23.914,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclCloudAndLicenseBusinessMember_20190601_20200531,2019-06-01,2020-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:CloudAndLicenseBusinessMember,U_iso4217USD,iso4217:USD,"21,561",6,,-6,21561000000.0,21.561,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclHardwareBusinessMember_20190601_20200531,2019-06-01,2020-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:HardwareBusinessMember,U_iso4217USD,iso4217:USD,"1,903",6,,-6,1903000000.0,1.903,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OperatingIncomeLoss,us-gaap,OperatingIncomeLoss,C_0001341439_srtConsolidationItemsAxis_us-gaapOperatingSegmentsMember_us-gaapStatementBusinessSegmentsAxis_orclServicesBusinessMember_20190601_20200531,2019-06-01,2020-05-31,,True,srt:ConsolidationItemsAxis=us-gaap:OperatingSegmentsMember | us-gaap:StatementBusinessSegmentsAxis=orcl:ServicesBusinessMember,U_iso4217USD,iso4217:USD,450,6,,-6,450000000.0,0.45,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,us-gaap,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,C_0001341439_us-gaapDerivativeInstrumentRiskAxis_orclCrossCurrencySwapAgreementsMember_us-gaapDerivativeInstrumentsGainLossByHedgingRelationshipAxis_us-gaapCashFlowHedgingMember_20170601_20180531,2017-06-01,2018-05-31,,True,us-gaap:DerivativeInstrumentsGainLossByHedgingRelationshipAxis=us-gaap:CashFlowHedgingMember | us-gaap:DerivativeInstrumentRiskAxis=orcl:CrossCurrencySwapAgreementsMember,U_iso4217USD,iso4217:USD,88,6,,-6,88000000.0,0.088,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,us-gaap,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,C_0001341439_us-gaapDerivativeInstrumentRiskAxis_orclCrossCurrencySwapAgreementsMember_us-gaapDerivativeInstrumentsGainLossByHedgingRelationshipAxis_us-gaapCashFlowHedgingMember_20180601_20190531,2018-06-01,2019-05-31,,True,us-gaap:DerivativeInstrumentsGainLossByHedgingRelationshipAxis=us-gaap:CashFlowHedgingMember | us-gaap:DerivativeInstrumentRiskAxis=orcl:CrossCurrencySwapAgreementsMember,U_iso4217USD,iso4217:USD,105,6,-,-6,-105000000.0,-0.105,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,us-gaap,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,C_0001341439_us-gaapDerivativeInstrumentRiskAxis_orclCrossCurrencySwapAgreementsMember_us-gaapDerivativeInstrumentsGainLossByHedgingRelationshipAxis_us-gaapCashFlowHedgingMember_20190601_20200531,2019-06-01,2020-05-31,,True,us-gaap:DerivativeInstrumentsGainLossByHedgingRelationshipAxis=us-gaap:CashFlowHedgingMember | us-gaap:DerivativeInstrumentRiskAxis=orcl:CrossCurrencySwapAgreementsMember,U_iso4217USD,iso4217:USD,43,6,-,-6,-43000000.0,-0.043,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OtherNonoperatingIncomeExpense,us-gaap,OtherNonoperatingIncomeExpense,C_0001341439_20170601_20180531,2017-06-01,2018-05-31,,False,,U_iso4217USD,iso4217:USD,191,6,,-6,191000000.0,0.191,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OtherNonoperatingIncomeExpense,us-gaap,OtherNonoperatingIncomeExpense,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,14,6,-,-6,-14000000.0,-0.014,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,us-gaap:OtherNonoperatingIncomeExpense,us-gaap,OtherNonoperatingIncomeExpense,C_0001341439_20190601_20200531,2019-06-01,2020-05-31,,False,,U_iso4217USD,iso4217:USD,16,6,-,-6,-16000000.0,-0.016,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsAndChangeInTaxRateIncomeTaxExpenseBenefit,orcl,TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsAndChangeInTaxRateIncomeTaxExpenseBenefit,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,389,6,,-6,389000000.0,0.389,True
2020-05-31,2020-06-22,2021-04-01,0001564590-20-030125,C:\AI_Stock_Agent\data\sec_filings\ORCL\000156459020030125\orcl-10k_20200531.htm,orcl:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsAndChangeInTaxRateIncomeTaxExpenseBenefit,orcl,TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsAndChangeInTaxRateIncomeTaxExpenseBenefit,C_0001341439_20180601_20190531,2018-06-01,2019-05-31,,False,,U_iso4217USD,iso4217:USD,389,6,,-6,389000000.0,0.389,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentFederalTaxExpenseBenefit,us-gaap,CurrentFederalTaxExpenseBenefit,C_dde92738-2efb-44d3-b39c-0e4b75573f83,2021-06-01,2022-05-31,,False,,U_USD,iso4217:USD,709,6,-,-6,-709000000.0,-0.709,True
2024-05-31,2024-06-20,2025-04-01,0000950170-24-075605,C:\AI_Stock_Agent\data\sec_filings\ORCL\000095017024075605\orcl-20240531.htm,us-gaap:CurrentFederalTaxExpenseBenefit,us-gaap,CurrentFederalTaxExpenseBenefit,C_568359fe-5eb4-45aa-9323-820b2fbf9b76,2022-06-01,2023-05-31,,False,,U_USD,iso4217:USD,625,6,-,-6,-625000000.0,-0.625,True
