ticker,fiscal_year,fiscal_quarter,metric_name,value,unit,period_start,period_end,filing_date,accession_number,concept_qname,context_id,extraction_basis,reconciliation_status
MU,FY2021,Q1,revenue,5773000000.0,iso4217:USD,2020-09-04,2020-12-03,2021-01-08,0000723125-21-000012,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,iae55af5618ac4cadadc5609c86420c40_D20200904-20201203,DIRECT_QUARTER,PASS
MU,FY2021,Q2,revenue,6236000000.0,iso4217:USD,2020-12-04,2021-03-04,2021-04-01,0000723125-21-000032,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,i51a6755a77e949089d9dd61f6d93426c_D20201204-20210304,DIRECT_QUARTER,PASS
MU,FY2021,Q3,revenue,7422000000.0,iso4217:USD,2021-03-05,2021-06-03,2021-07-01,0000723125-21-000052,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,i43cc9116fa444770bfb366232e75399b_D20210305-20210603,DIRECT_QUARTER,PASS
MU,FY2021,Q4,revenue,8274000000.0,iso4217:USD,,2021-09-02,2021-10-08,0000723125-21-000065,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ic85ec128b1454bca98820d5e8f642edb_D20200904-20210603,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MU,FY2021,Q1,operating_income,866000000.0,iso4217:USD,2020-09-04,2020-12-03,2021-01-08,0000723125-21-000012,us-gaap:OperatingIncomeLoss,iae55af5618ac4cadadc5609c86420c40_D20200904-20201203,DIRECT_QUARTER,PASS
MU,FY2021,Q2,operating_income,663000000.0,iso4217:USD,2020-12-04,2021-03-04,2021-04-01,0000723125-21-000032,us-gaap:OperatingIncomeLoss,i51a6755a77e949089d9dd61f6d93426c_D20201204-20210304,DIRECT_QUARTER,PASS
MU,FY2021,Q3,operating_income,1799000000.0,iso4217:USD,2021-03-05,2021-06-03,2021-07-01,0000723125-21-000052,us-gaap:OperatingIncomeLoss,i43cc9116fa444770bfb366232e75399b_D20210305-20210603,DIRECT_QUARTER,PASS
MU,FY2021,Q4,operating_income,2955000000.0,iso4217:USD,,2021-09-02,2021-10-08,0000723125-21-000065,us-gaap:OperatingIncomeLoss,ic85ec128b1454bca98820d5e8f642edb_D20200904-20210603,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MU,FY2021,Q1,income_tax_expense,51000000.0,iso4217:USD,2020-09-04,2020-12-03,2021-01-08,0000723125-21-000012,us-gaap:IncomeTaxExpenseBenefit,iae55af5618ac4cadadc5609c86420c40_D20200904-20201203,DIRECT_QUARTER,PASS
MU,FY2021,Q2,income_tax_expense,48000000.0,iso4217:USD,2020-12-04,2021-03-04,2021-04-01,0000723125-21-000032,us-gaap:IncomeTaxExpenseBenefit,i51a6755a77e949089d9dd61f6d93426c_D20201204-20210304,DIRECT_QUARTER,PASS
MU,FY2021,Q3,income_tax_expense,65000000.0,iso4217:USD,2021-03-05,2021-06-03,2021-07-01,0000723125-21-000052,us-gaap:IncomeTaxExpenseBenefit,i43cc9116fa444770bfb366232e75399b_D20210305-20210603,DIRECT_QUARTER,PASS
MU,FY2021,Q4,income_tax_expense,230000000.0,iso4217:USD,,2021-09-02,2021-10-08,0000723125-21-000065,us-gaap:IncomeTaxExpenseBenefit,ic85ec128b1454bca98820d5e8f642edb_D20200904-20210603,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MU,FY2021,Q1,operating_cash_flow,1967000000.0,iso4217:USD,2020-09-04,2020-12-03,2021-01-08,0000723125-21-000012,us-gaap:NetCashProvidedByUsedInOperatingActivities,iae55af5618ac4cadadc5609c86420c40_D20200904-20201203,DIRECT_QUARTER,PASS
MU,FY2021,Q2,operating_cash_flow,3057000000.0,iso4217:USD,,2021-03-04,2021-04-01,0000723125-21-000032,us-gaap:NetCashProvidedByUsedInOperatingActivities,,DERIVED_FROM_YTD,PASS
MU,FY2021,Q3,operating_cash_flow,3560000000.0,iso4217:USD,,2021-06-03,2021-07-01,0000723125-21-000052,us-gaap:NetCashProvidedByUsedInOperatingActivities,,DERIVED_FROM_YTD,PASS
MU,FY2021,Q4,operating_cash_flow,3884000000.0,iso4217:USD,,2021-09-02,2021-10-08,0000723125-21-000065,us-gaap:NetCashProvidedByUsedInOperatingActivities,ic85ec128b1454bca98820d5e8f642edb_D20200904-20210603,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
MU,FY2021,Q1,capex,2738000000.0,iso4217:USD,2020-09-04,2020-12-03,2021-01-08,0000723125-21-000012,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,iae55af5618ac4cadadc5609c86420c40_D20200904-20201203,DIRECT_QUARTER,PASS
MU,FY2021,Q2,capex,3018000000.0,iso4217:USD,,2021-03-04,2021-04-01,0000723125-21-000032,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,DERIVED_FROM_YTD,PASS
MU,FY2021,Q3,capex,2259000000.0,iso4217:USD,,2021-06-03,2021-07-01,0000723125-21-000052,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,DERIVED_FROM_YTD,PASS
MU,FY2021,Q4,capex,2015000000.0,iso4217:USD,,2021-09-02,2021-10-08,0000723125-21-000065,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,ic85ec128b1454bca98820d5e8f642edb_D20200904-20210603,DERIVED_Q4_FROM_10K_MINUS_9M,PASS
